;Présentation;Site web;Téléphone;Secteur;Taille de l’entreprise;Siège social;Fondée en;Spécialisations;Name;Url;Image
529;"World leader in engineering and R&D services, Capgemini Engineering combines its broad industry knowledge and cutting-edge technologies in digital and software to support the convergence of the physical and digital worlds. Coupled with the capabilities of the rest of the Group, it helps clients to accelerate their journey towards Intelligent Industry. Capgemini Engineering has more than 55,000 engineer and scientist team members in over 30 countries across sectors including Aeronautics, Space, Defense, Naval, Automotive, Rail, Infrastructure & Transportation, Energy, Utilities & Chemicals, Life Sciences, Communications, Semiconductor & Electronics, Industrial & Consumer, Software & Internet.

Capgemini Engineering is an integral part of the Capgemini Group, a global leader in partnering with companies to transform and manage their business by harnessing the power of technology. The Group is guided every day by its purpose of unleashing human energy through technology for an inclusive and sustainable future. It is a responsible and diverse organization of over 325,000 team members in more than 50 countries. With its strong 55-year heritage and deep industry expertise, Capgemini is trusted by its clients to address the entire breadth of their business needs, from strategy and design to operations, fueled by the fast evolving and innovative world of cloud, data, AI, connectivity, software, digital engineering and platforms. The Group reported in 2021 global revenues of €18 billion.
Get the Future You Want | www.capgemini.com";http://www.capgemini-engineering.com;;Services et conseil informatiques;10 001 employés et plus;Paris, Île-de-France;;;Capgemini Engineering;https://www.linkedin.com/company/72092703/about/;7209Ca
530;Treetonix technology est une startup spécialisée en développement et l’intégration de l’électronique embarquée, développement des systèmes d’information, développement des systèmes robotiques et développement des solutions pour l’internet des objets (IOT).;http://www.treetronix.com/;+21697173072;Services et conseil informatiques;2-10 employés;charguia 2, Tunis;2018;Développement et l’intégration de l’électronique embarqué, Développement des systèmes d'information, Développement des systèmes robotiques et Développement des solutions pour l’Internet des Objets (IoT);Treetronix;https://www.linkedin.com/company/11479729/about/;1147Tr
531;"item is the pioneer in building kit systems for industrial applications and a global market leader. It has been designing and marketing construction solutions for machinery, fixtures and plants since 1976. Today, the item product portfolio comprises more than 4,000 high-quality components designed for use in machine bases, work benches, automation solutions and lean production applications.

item Industrietechnik GmbH is headquartered in Solingen and has 10 subsidiaries and support centres throughout Germany that ensure it is always close to customers in its home country. The group also has wholly owned subsidiaries in the USA, China, Italy, Poland, Switzerland and Tunisia.

item has stood for quality and innovation for more than three decades. 
After all – Your ideas are worth it.®";http://www.item24.com;;Fabrication de machines;201-500 employés;;;;item Tunisia;https://www.linkedin.com/company/37249135/about/;3724it
532;une banque de financement et d'investissement;http://www.attijaribank.com.tn;;Services bancaires;1 001-5 000 employés;;;;attijari bank;https://www.linkedin.com/company/769946/about/;7699at
533;"We're an award-winning CRM agency who specialise in knitting together complex and disparate data to create a powerful single customer view that can deliver significant returns to the bottom line.

What we do is specialist and complex, but the end result means each client has a better knowledge, understanding and insight of their customers which enables them to make better marketing and sales decisions.

In short, we enable businesses to:

 - Send the right messages to the right people at the right time
 - Create loyalty by rewarding the most valuable customers 
 - Generate more revenue from less marketing spend

With over 100 implementations with the likes of Everyone Active, Bill's Restaurants, itsu and Resorts World Birmingham, we've proved time and time again that relevant and timely dialogue with customers creates advocacy, brand loyalty and sustainable value.";https://www.acteol-crm.com/;;Services de publicité;11-50 employés;;;CRM, Customer Data, Data, Marketing Database, Marketing, Customer Information Management, Customer Segmentation, Business Intelligence, Direct Marketing, Database Management, Customer Insight, Mapping, Email Marketing, Multi-channel marketing, Customer Journey Planning et Single Customer View;Acteol;https://www.linkedin.com/company/16706942/about/;1670Ac
534;"Pawo Partners est un cabinet de conseil qui offre des services sur mesure aux entreprises dans les domaines du risk management, de l'informatique et des statistiques. Avec une équipe dynamique et expérimentée, tournée sur l’international, nous offrons aux entreprises une grande expertise, de réels avantages compétitifs et des solutions adaptées pour un but final : réussir ensemble.

Se positionnant comme acteur du changement, notre cabinet propose son métier de conseil avec une manière de penser différente qui conduira à la création d'une réelle valeur ajoutée lors des collaborations et d'une modularité en toutes circonstances.

Le cabinet puise son inspiration dans les coutumes bouddhistes et notamment dans l’art du guerrier, pawo, qui repose sur les principes d'une grande vaillance et d'un courage certain. L'identité même du cabinet est née d'un mélange de sagesse et de courage. Et nous mettons tout en œuvre pour traduire ces vertus dans notre travail quotidien et notre savoir-faire.

Nous nous développons autour des valeurs telles que la coopération, la responsabilité, l’innovation et la créativité,  tout en considérant la responsabilité sociale des entreprises.";http://pawo-partners.com;;Services et conseil aux entreprises;2-10 employés;;;risk management, informatique, statistiques et finance;PAWO PARTNERS;https://www.linkedin.com/company/10674512/about/;1067PA
535;"Visual Management, often recognized as ""sticky note""​ meetings, has become the must-have, human-centric method for performance driven companies aiming to be more lean, creative and agile throughout their organizations.

But how is it possible to conduct an effective stand-up meeting with multi-site teams using just sticky notes and boards in one location? And moreover, how can organizations deploy Visual Management on a large scale?

Based on the concept of Oobeya, iObeya is an enterprise platform that virtualizes meeting rooms dedicated to all Visual Management practices. It offers a unique, life-like and immersive user experience, unlocking the constraints of paper for a seamless digital transition.

No need to co-locate teams or dedicate wall space any longer… with iObeya, it is now possible to deploy your Visual Management without limits and throughout your entire organization.

Embrace the new era of collaboration alongside more than 400 other companies and over 500,000 daily users that have adopted iObeya since 2012. Empower your organization with a proven solution that increases performance while accelerating your cultural, digital and Lean-Agile transformation.";http://www.iobeya.com;;Développement de logiciels;51-200 employés;Massy, Ile-de-France;2011;Digital Visual Management, Visual Management, Lean Management, Agile Practices, Project Management, Brainstorming, Kaizen, Kanban, Value Stream Mapping, War room, Software, SAFe, Industry 4.0, Performance Management, Oobeya et Lean Practices;iObeya;https://www.linkedin.com/company/2927409/about/;2927iO
536;"AD Industries est un groupe industriel spécialisé en ingénierie mécanique et hydraulique.
Les 13 sites industriels du groupe, situés en France, au Maroc et en Tunisie, fabriquent des pièces techniques et des ensembles de précision pour les secteurs sensibles de l’Aéronautique, la Défense et l’Énergie.
•	Conception, assemblage et tests d’ensembles et équipements
•	Industrialisation et production de pièces complexes, matériaux métalliques et composites
•	Procédés spéciaux certifiés (EDM, traitements thermiques, soudure, collage, revêtement au plasma, inspection des particules magnétiques, inspection des pénétrants de colorants, rayons X, contrôle par ultrasons)
•	Gestion de projets
•	Gestion de la chaîne d’approvisionnement, fourniture de matières premières et composants.";http://www.ad-industries.fr;0971007320;Fabrication de composants pour l’industrie aéronautique et aérospatiale;1 001-5 000 employés;Brive-la-Gaillarde, Nouvelle-Aquitaine;;;AD INDUSTRIES;https://www.linkedin.com/company/11211785/about/;1121AD
537;"Established in June 2008 and located within Glasgow's Digital Media Quarter, The Scottish Centre for Enabling Technologies (SCET) aims to help Scotland's creative companies explore and exploit the latest technologies in the development of new/existing products, services, systems and knowledge.

Funded by the Scottish Governments SEEKIT programme, Scottish Enterprise and our university partners, the centre strives to increase the sustainability and competitive advantage of Creative Industry companies across Scotland by building lasting links with the Scottish universities knowledge base.

We pride ourselves on our impartial free support and guidance as well as the success of our highly attractive 'Feasibility Study' grant funding.

The expertise of the centre staff combined with that of our university partners spans a wide range of technologies, processes and business models including computer games, animation, virtual reality, interactive digital TV, video on demand, digital content publishing, archiving, search, database, business intelligence, GPS, web-based technologies, social networking, wireless/mobile technologies, 3D visualisation, 3D sound, speech recognition, haptic (touch) technology, gesture-based interaction and camera-based tracking. An extensive but not exhaustive list!";http://ictthatworks.org;;Développement de logiciels;2-10 employés;;;;SCET;https://www.linkedin.com/company/944705/about/;9447SC
538;"Mail: contact@3ia-technology.com
3IA  est un partenaire 'Siemens Automation Solutions'​ vérifié et certifié dans de multiples disciplines d'automation. En tant que partenaire de solutions de Siemens, nous avons élargi la connaissance des produits Siemens ainsi que l'accès à la planification de projet coordonnée avec les experts de Siemens. Nous formons continuellement nos ingénieurs sur le matériel de contrôle Siemens des logiciels et utilisons la dernière conception Siemens et outils de configuration.";http://www.3ia-technology.com;+216 23436678;Fabrication de machines automatiques;11-50 employés;Ezzahra, ben arous;1999;;3IA Technology;https://www.linkedin.com/company/6569216/about/;65693I
539;"Die Coroplast Fritz Müller GmbH & Co. KG, kurz Coroplast genannt, ist ein weltweit führender Hersteller von technischen Klebebändern, Kabeln und Leitungen sowie Kabelbaumsystemen. Zu unseren Kunden gehören neben der Automobilindustrie auch Unternehmen aus der Elektronikindustrie, dem Bauwesen und der Automatisierungstechnik.  Wir beschäftigen weltweit rund 7.000 Mitarbeiter an unseren Standorten in Deutschland, Polen, Tunesien, China, Mexiko und den USA. Die Coroplast Fritz Müller GmbH & Co. KG mit ihren drei Marken Coroplast Tape, Coroflex und WeWire hat ihren Stamm- und Hauptsitz in Wuppertal - dem Ort, an dem Fritz Müller 1928 das Familienunternehmen gründete.  

Seit über 90 Jahren steht der Name ""Coroplast"" für innovative und qualitativ hochwertige Produkte. Für diesen Erfolg danken wir vor allem unseren Mitarbeitern. Sie sind es, die mit Professionalität, Schnelligkeit und exzellentem Service unsere Kunden im gehobenen Segment immer wieder aufs Neue überzeugen. 

Weiterbildung und Mitarbeiterförderung sind feste Bestandteile unserer Unternehmenskultur. Wir bieten zahlreiche Entwicklungsmöglichkeiten in den Bereichen Technik und Vertrieb - an allen Standorten, im In- und Ausland. Darüber hinaus zeichnet sich das Arbeitsumfeld bei Coroplast durch hohe Arbeitsplatzsicherheit, flexible Arbeitszeiten und schnelle Aufstiegsmöglichkeiten aus. 

Wir sehen es als selbstverständlich an, unseren Beitrag zu diesem ansprechenden Umfeld zu leisten. Deshalb fördern wir verschiedene Kultur-, Sport-, Bildungs- und Sozialprojekte, die unseren Unternehmensgrundsätzen entsprechen. Dazu gehören zum Beispiel der Teamgeist, der im Sport gefragt ist, die Chancengleichheit, die durch Bildung erreicht wird, und die Leidenschaft, die durch Kunst geweckt werden kann.";https://www.coroplast-group.com/de/;;Fabrication de véhicules à moteur;5 001-10 000 employés;;1928;technical adhesive tape, cables and wires, cable harnessing systems, wire harness, automotive supplier et tapes;Coroplast Group;https://www.linkedin.com/company/10266339/about/;1026Co
540;"Fondée en 2005, Techniplast Industrie est une société totalement exportatrice spécialisée dans l'injection plastique de pièces techniques mono et bi-matières.
Techniplast Industrie est spécialisé dans le moulage, le surmoulage et la bi-injection de pièces et d’aspects techniques.

Dans une perspective de développement continu, d’intégration et de complémentarité, Techniplast Industrie propose également l’assemblage de pièces plastiques semi-finies ou finies.";http://www.onetech-group.com;;Production de plastiques;201-500 employés;BIZERTE, MANZEL JEMIL;2005;;TECHNIPLAST industrie ;https://www.linkedin.com/company/12990783/about/;1299TE
541;"COFICAB is a best-in-class world leader in the manufacturing and sales of automotive cables and wires. The company is a member of the Tunisian multinational industrial group, ELLOUMI Group, founded in 1946. COFICAB Group’s footprint expands over 11 countries all over the world. The group is number 1 worldwide in its capacity as a tier 2 supplier to most of the big players in the automotive industry. 

Our locations are :

Tunisia : Two Manufacturing Sites in Tunis and in Medjez El Beb, Center of Excellence in Medjez El Beb, Advanced Delivery Center in Sousse 
Morocco : Two Manufatering Sites in Tangier and in Kenitra, Advanced Delivery Center in Tangier
Deutschland : Sales Office in Nuremberg
Portugal : Manufacturing Site in Guarda, Center of Excellence in Guarda
Romania : Two Manufacturing Sites in Arad and in Ploiesti
Serbia : Manufacturing Site in Belgrade
Macedonia : Advanced Delivery Center in Kavadarci
China : Manufacturing Site in Tianjin, Advanced Delivery Center in Shanghai
USA : Sales Office in El Paso, Advanced Delivery Center in El Paso
Mexico : Two Manufacturing Sites in Durango and in Leon, Center of Excellence in Durango
Honduras : Advanced Delivery Center in San Pedro Sula

COFICAB prides itself on its focus and investment in innovation and excellent service to its customers. It also prides itself on its most valuable resource : its People.
COFICAB employs over 3000 people worldwide. We excel at finding and continuously developing outstanding talent.";http://www.coficab.com/;;Fabrication de véhicules à moteur;1 001-5 000 employés;Tunis, Tunis;;Automotive Wire and Cable Industry, Automotive industry et Automotive Cable Industry;COFICAB Group;https://www.linkedin.com/company/16217852/about/;1621CO
542;"Hutchinson designs and produces customized materials and connected solutions to respond to the needs of its global customers, on land, in the air and at sea. A global leader in vibration control, fluid management and sealing system technologies, our Group stands out with a multiple market offering spanning multiple areas of expertise and delivering synergies and value-added. Hutchinson reported revenues of €3.900 billion in 2021 and has more than 38,000 employees in 25 countries. Our ambition is to contribute to safer, more comfortable and more responsible mobility for the future.
";https://www.hutchinson.com;;Fabrication de véhicules à moteur;10 001 employés et plus;Paris, Paris;1853;Body Sealing Systems, Precision Sealing Systems, Fluid Management Systems, Materials and Structures, Vibration Control Systems et Belt Drive Systems;Hutchinson;https://www.linkedin.com/company/7168/about/;7168Hu
543;Volkswagen est une marque automobile allemande créée en 1936 par Ferdinand Porsche. Dès les premiers kilomètres parcourus par la Coccinelle au début des années 30, Volkswagen a imposé sa marque : celle d'un constructeur capable de séduire les automobilistes du monde entier avec des voitures hors normes. Une démarche d'innovation et de progrès permanent de nature à combler les amateurs de perfection !;http://www.volkswagen.tn/;;Fabrication de véhicules à moteur;201-500 employés;Tunis, Tunis;;Voitures , concessionnaire automobile, Entreprise automobile et Boutique de pièces automobiles;Volkswagen Tunisie;https://www.linkedin.com/company/11102953/about/;1110Vo
544;"Gemaddis résulte de la fusion des entités GEMIDO et Addis Electronic. Les trois domaines d’activité de l’entreprise sont : distribution de machines pour l'industrie électronique, conception de solutions pour l'industrie électronique et en particulier pour les activités d’assemblage des circuits imprimés, et caractérisation/optimisation process.
 
Distributeur machine:
Gemaddis représente des fabricants de machines à la renommée internationale sur le territoire Français et aux Maghreb : CyberOptics, Universal Instruments, Heller, ASSCON, Nutek, ESE, SEC, Schunk, Inertec… Ces partenariats et notre expertise permettent aujourd'hui à Gemaddis de vous offrir plus qu'un simple équipement, une solution globale pour votre application.

Outillages:
Nous fabriquons des pochoirs CMS, cadres de brasage et de vernissage, interfaces de test…
Tous nos produits sont conçus et fabriqués à partir d’une problématique ou d’un besoin exprimé par nos clients. Pour cela, notre bureau d’étude travaille en étroite collaboration avec les ingénieurs, les directeurs techniques, technologues et les équipes de production… pour développer les solutions les mieux adaptées aux contraintes et processus de fabrication. Notre service CAO développe des modèles ou prototypes sur-mesure à partir des plans d’implantation de cartes électroniques fournis par nos clients. 

Caractérisation/Optimisation process:
Qu’il s’agisse d’analyser et caractériser des produits ou des process de fabrication, d’investiguer des dysfonctionnements ou des défauts de fabrication, notre équipe de spécialistes des process s’appuie sur ses compétences acquises dans l’industrie et sur la disponibilité de moyens d’analyse performants au sein de notre propre laboratoire. Nous pouvons ainsi vous supporter pour des analyses de conformité de brasage, recherche de cavités et de fissures, analyse de construction. Mais aussi vous apporter du support à l’industrialisation de vos produits ou pour l’optimisation de vos procédés de brasage.
";http://www.gemaddis.com?utm_source=linkedin&utm_medium=social&utm_campaign=bouton-linkedin;+33(0)450693902;Fabrication d’appareils électroménagers, électriques et électroniques;11-50 employés;Seynod, Rhone-Alpes;1993;laser stencil, smt stencil, pcb stencil, brasage à la vague, wave soldering, selective soldering, solder pallet, solder carrier, wave soldering pallet, wave soldering carrier, écran de sérigraphie pcb, cadre sélectif de brasage à la vague, soldering frame et laser cut stencil;GEMADDIS;https://www.linkedin.com/company/23022154/about/;2302GE
545;"SOGECLAIR aerospace - Engineering the future

SOGECLAIR aerospace is an international leader in the design and integration of high added-value solutions for the aeronautics and space industry. We design, manufacture, support and service major aerostructures and aircraft interiors components. We develop and deploy advanced materials and technologies such as structural thermoplastics and additive manufacturing.

With over 1600 emplyees worldwide, we have a recignized know-how in:
- Design & architecture of aerostructures and systems,
- Design & manufacturing of aircraft interiors,
- Simulation and stress analysis,
- Configuration management at program, engineering & industrial levels,
- Industrialization engineering and support, 
Design & manufacturing of onboard and simulated equipment.

Website: http://www.sogeclair.com/
YouTube: https://www.youtube.com/channel/UCvcJb07YR7-i1BMADbdt7Ww
Twitter : https://twitter.com/SogeclairA";https://sogeclair.com;0561717000;Fabrication de composants pour l’industrie aéronautique et aérospatiale;1 001-5 000 employés;Blagnac, France;1986;;SOGECLAIR ;https://www.linkedin.com/company/1337571/about/;1337SO
546;"EnterpriseAlumni is the market-leading Alumni & Retiree Management Platform for the large enterprise enabling rapid acceleration of recruiting and sales programs. Powering the Alumni networks of the world's largest companies, educational institutions, and government agencies enabling them to create engaging and vibrant Alumni communities. 

Organizations ranging from medium-sized businesses to Fortune 50 enterprises have selected EnterpriseAlumni.

Seamless integrations into existing HR platforms including Workday, SuccessFactors, Oracle & ADP as well as 100+ other enterprise applications.
";https://www.enterprisealumni.com;;Édition sur Internet;51-200 employés;;2016;Enterprise Software, Extended Workforce, Talent Management, Alumni Management, Corporate Alumni, Total Workforce Management, Recruiting, Contingent Labor, HR Integrations, Workday, SuccessFactors, SAP, Oracle et Employee Experience;EnterpriseAlumni;https://www.linkedin.com/company/3262229/about/;3262En
547;webmaster@isa2m.rnu.tn;http://isa2m.rnu.tn;+216 71 603 498;Enseignement supérieur;501-1 000 employés;Manouba, Manouba;2010;;Institut Supérieur des Arts Multimédia de la Manouba(ISAMM);https://www.linkedin.com/company/12612850/about/;1261In
548;"Providing cabling, networking and rack 'n stack services to Tampa Bay area businesses since 1998. Network consulting, installation and maintenance.
Providing cabling, networking and rack 'n stack services to Tampa Bay area businesses since 1998. Network consulting, installation and maintenance.";http://idmsystems.com;;Produits de mise en réseau informatique;2-10 employés;;1998;networking, cabling et rack 'n stack services;IDM Systems;https://www.linkedin.com/company/746609/about/;7466ID
549;"IAESTE Tunisia stands for the International Association for the Exchange of Students for Technical Experience, and it's the name of the Tunisian National Committee.

IAESTE Tunisia National Committee was established in 1959 and it's a full member of the International Organization of IAESTE Association sans but lucratif, registered in Luxembourg.

Mission

To give the chance to students to operate a high quality training exchange program in order to increase their technical and professional experiences and explore career opportunities abroad.

Facebook page: https://www.facebook.com/iaeste.tunisia/
Contact: 70 014 430";;;Organisations à but non lucratif;51-200 employés;Tunis, Le Bélvédère;1958;;IAESTE_TUNISIA ;https://www.linkedin.com/company/18582923/about/;1858IA
550;"CMR Tunisia Ship Repairs is situated in Menzel Bourguiba on the north-eastern coast of Tunisia and is the largest shipyard in the south Mediterranean area. 
CMR Tunisia Ship Repairs is : 
- 4 dry docks 
- 230 000 m² shipyard area 
- 30 000 m² of workshops 
- Over 400 workers 
The highly qualified staff and workers, as well as extremely competitive prices, make CMR a highly-valued partner to ship-owners world-wide especially in the Mediterranean sea

CMR Tunisia Ship Repairs’ dry docks offer the following advantages: 
-A geo-strategic site 
-An ideal climate 
-A qualified work force 
-Competitive prices 
-An important range of infrastructure & equipment";http://www.cmrtunisie.com/;;Chantiers navals;201-500 employés;Menzel Bourguiba, Bizerte;2004;;CMR Tunisia Ship Repairs;https://www.linkedin.com/company/9183827/about/;9183CM
551;"SPECTRA filiale du groupe industriel MPBS, Créée en 2007, SPECTRA opère dans le domaine des énergies renouvelables.
SPECTRA a déjà équipé des centaines de toitures, et compte parmi les leaders pour les installations photovoltaïques en Tunisie.";http://www.spectra.com.tn;74 450 515;Fabrication de semi-conducteurs pour énergies renouvelables;11-50 employés;Sfax, Sfax;2007;;SPECTRA;https://www.linkedin.com/company/19105022/about/;1910SP
552;Industrie pharmaceutique fabricant les médicaments génériques des formes sèche et liquide. ;http://www.galpharma.tn;+216 74 831 842;Fabrication de produits pharmaceutiques;201-500 employés;Sfax, Sfax;1995;;Laboratoires Galpharma;https://www.linkedin.com/company/18559359/about/;1855La
553;"Macopharma has supported life for over 40 years by providing our donors and patients with safe and innovative solutions.
We offer quality blood transfusion products and services to collect, process and store blood components, while committing to a sustainable development that covers the entire production chain.
Our development has always been based on a collaborative approach triggered by close relationships relying on trust and dialogue with our partners, customers and users.
Supporting life with solutions and products designed for life, is at the very core of who we are.";http://www.macopharma.com/;+33 (0) 3 20 11 84 00;Fabrication de produits pharmaceutiques;1 001-5 000 employés;;1977;Transfusion, Biotherapy, Medical devices, IV Fluids, Photopheresis, protective masks et knee osteoarthritis;Macopharma;https://www.linkedin.com/company/52546/about/;5254Ma
554;"Entreprise industrielle en Tunisie, créée en 1981, fabricant des produits de quincaillerie et spécialiste de la paumelle de porte en bois.
Leader sur le marché de la paumelle en Tunisie, Algérie, Maroc et en France.
Avec un volume annuel de 25 millions de paumelles.";http://www.ami.com.tn;;Commerce de gros de matériaux de construction;201-500 employés;SFAX, AMINE ABID;1981;Paumelle pour portes en bois, Quincaillerie générale, Pelles et Rateaux et Découpe et déformation de la tôle;AMI - Ateliers Mécaniques Industriels;https://www.linkedin.com/company/6944170/about/;6944AM
555;"Sabena technics est un acteur français indépendant de premier plan dans le secteur de la maintenance et des modifications aéronautiques (500 M€ CA). Avec plus de 3000 employés répartis sur 16 sites dans le monde, son expertise couvre le support des flottes régionales, moyens et longs courriers, ainsi que les hélicoptères. 

Le Groupe propose à ses clients, opérateurs civils et militaires, une large gamme de solutions: 

• Maintenance cellule et équipements d'aéronef,
• Gestion du Maintien de navigabilité (CAMO)
• Modifications et modernisations
• Peinture
• Gestion de la chaîne logistique 
• Formation technique 

Fort d’un équilibre parfait entre ses activités civiles et militaires, de maintenance et de modifications, Sabena technics investit continuellement pour apporter des solutions efficaces à ses clients et leur garantir en permanence: la sécurité, la qualité et la performance. ";http://www.sabenatechnics.com;;Fabrication de composants pour l’industrie aéronautique et aérospatiale;1 001-5 000 employés;Orly, Île-de-France;;Maintenance, Repair & Overhaul, MRO, Aircraft Maintenance, Defence and Governement, Commercial, Manufacturers, Corporate and VIP, Aircraft Modification, ATR, Airbus, Boeing, Component Repair, Part 145, Part 21G et Part 21J;Sabena technics;https://www.linkedin.com/company/165805/about/;1658Sa
556;"Euro-Information, la filiale technologique du Crédit Mutuel.

Les activités de développement et de production informatique au niveau national et international sont assurées par environ 3500 salariés répartis sur plusieurs sites géographiques au niveau national : Strasbourg, Nancy, Dijon, Orléans, Lyon, Lille, Cergy, Val de Fontenay, Paris et Nantes.

La mission d'Euro-Information est de mettre à disposition des différentes entités du groupe et à leurs clients et sociétaires, les meilleurs outils et les meilleures solutions avec une qualité de service et une sécurité garanties.

Pour en savoir plus : www.e-i.com";http://www.e-i.com/;;Développement de logiciels;1 001-5 000 employés;Strasbourg, Grand Est;;;Euro-Information;https://www.linkedin.com/company/17054/about/;1705Eu
557;La 3W Academy est un centre de formation professionnel basé à Montréal, Québec. Nous formons des intégrateurs programmeurs web sur les technologies PHP Javascript HTML CSS et SQL. Notre formation intensive se déroule en 3 mois et nous fournissons des cours toujours à jour puisque nous étudions le marché de l'emploi pour nos étudiants.;http://3wa.ca;;Enseignement supérieur;2-10 employés;Montréal, Québec;2014;Centre de Formation Web, École Informatique, Cours de Programmation PHP / JavaScript et Formation accélérée pour Intégrateur / Développeur;3WA Canada;https://www.linkedin.com/company/5365040/about/;53653W
558;"Tunisie : www.tunisia-dewinter.com

•	Premier site dédié au luxe, les 800 plus grands groupes www.France-luxury.fr 
•	Des portails complexes : Commercialisation de la presse écrite www.my-kiosque.ch   Dédié au monde de l’art : www.musee-imaginaire.com  Au monde de la franchise : www.franchises.fr, centrale de réservation booking www.club-booking.eu (partenariat ) 57 000 hôtels 

•	Premier groupe mondial pour les sites portails de villes 20 000 sites – 180 pays France : www.Franceplus.fr  5000 sites de villes. Tunisie 212 villes www.planete-tunisie.info 

•	Des technologies : www.citycard.fr carte postale + DVD rond ou rectangulaire intégré dans la vue, www.tagplus.info  code barre 2D, www.citycode.li , 

•	Une équipe de 200 développeurs compétents et disponibles.

•	Une Fondation www.fondation-dewinter.org   qui finance par exemple www.hadrubal-collection.com";http://www.tunisia-dewinter.com;;Services de publicité;51-200 employés;;;;DeWinter group ch;https://www.linkedin.com/company/1540315/about/;1540De
559;"PITERION has decades of experience with implementing and integrating solutions in the core business of our customers: product-related processes, systems and data from the early planning phase till recycling. We commit ourselves to our customers'​ economic success by not developing and selling our own products but by focussing instead on selecting the solution that best fits each individual customer, by adapting it to the business processes and by integrating it into the system structure. Many customers from the most different branches and countries appreciate this kind of service.

Being a flexible SME, we have established many partnerships with big or small suppliers to provide this combination that would best address our customer's individual problem, jointly with our partners. Quickly established prototypes, help us point out the solution's power and any potential obstacles.

Being a technology scout, we are persistently acquiring new innovative suppliers: real specialists, the best ones, those who can also enrich your business. You will, hence, solve your tasks not only ""​in a different way""​ but, indeed, with industrial efficiency!";http://www.piterion.com/;;Services et conseil informatiques;201-500 employés;;2002;Product Lifecycle Management (PLM), Engineering-Services, Software Development, PLM Consulting, Industrial Software Development, Human System Interaction, Operations et IT Services;PITERION Group;https://www.linkedin.com/company/724003/about/;7240PI
560;"Tunis International Bank is a Publishing company located in Tunis International Bank Building 18, Tunis, Tunis, Tunisia.
Tunis International Bank offers its personalized banking services with the assistance of private bank experts who are able to communicate in your language and to assist you in the management and growth of your capital. These services are enhanced by the bank’s status of non resident institution and its access to the international financial & capital markets.";http://www.tib.com.tn;;Services bancaires;51-200 employés;Tunis, Tunis;1982;;Tunis International Bank;https://www.linkedin.com/company/6011088/about/;6011Tu
561;"Naxxum est un opérateur majeur de services IT qui vous accompagne à façonner les solutions technologiques répondant à vos problématiques et besoins métiers changeants afin d’assurer l’accélération et la réussite de votre mutation digitale. Naxxum met à votre disposition un Centre de Service constitué d’un ensemble de talents du numérique qui vous offrent leur savoir-faire et des profils Advisory adéquats en réponses à vos besoins définis.
- Une entreprise de services du numérique créée en 2016
- Une Digital Factory As a Service
- Advisory Company
- Plus de 80 Collaborateurs
- Plus de 40 Partenaires
- Plus de 60 Projets (les 3 derniers ans)
- 2 Filiales (France/Tunisie)
";https://www.naxxum.com/;+33 184201479;Développement de logiciels;51-200 employés;Paris, La Défence Cedex;2016;Développement Web, Développement Mobile, transformation digitale, consulting, design, ux/ui, infrastructure, data, bpo, experience digitale, tma et qa;Naxxum;https://www.linkedin.com/company/11412575/about/;1141Na
562;"Mantu is an international global player providing guidance and services to businesses and entrepreneurs through its brands. Mantu brings together a diverse community of 8,500 people in 60+ countries to enable business transformation in:
- Improving leadership and management models
- Rethinking internal structure and culture
- Transforming industrial models and technologies
- Anticipating future business models to create growth drivers
- Connecting with audiences through digital marketing
- Innovating through continuous research and development

Using the full power of our brands' ecosystem, we stand beside our clients and partners to transform their industries, bolster their growth and enable their development.

We believe that businesses are above all a human adventure that carries the world forward – that’s why entrepreneurship is the world’s biggest transformation lever.

Tomorrow is Human!";https://www.mantu.com/;;Services et conseil informatiques;5 001-10 000 employés;Vernier, Geneva;;;Mantu;https://www.linkedin.com/company/19062176/about/;1906Ma
563;"Castel est un acteur majeur de l’industrie des boissons en Afrique, avec une activité qui s’étend dans 21 pays sur le continent. Le cœur du métier est la production et la distribution de boissons (bières, boissons gazeuses alcoolisées et non alcoolisées, vin, eau, …).

ICUBE, filiale informatique Castel pour le Pôle Brassicole, est la Direction des Systèmes d’Information qui pilote et supporte le SI Castel pour ses filiales en Afrique.

ICUBE porte la vision, les projets et le support des systèmes d’information en s’appuyant sur une démarche générale de centralisation et de standardisation des normes, procédures IT, infrastructures et applications, avec le souci permanent d’assurer la fluidité des processus et l’amélioration de l’efficacité.

ICUBE est basée à Casablanca (Maroc) et compte actuellement une soixantaine de collaborateurs avec une perspective de développement à 90 collaborateurs
";https://castel-afrique.com/direction-informatique/;+212 5 22 58 85 00;Services et conseil informatiques;51-200 employés;;2015;;iCube - Direction informatique Castel;https://www.linkedin.com/company/30138416/about/;3013iC
564;;;;Transport, logistique et stockage;;;;;Somef;https://www.linkedin.com/company/1691368/about/;1691So
565;Société spécialisée dans la fabrication et la commercialisation de batteries au plomb et à l'acide pour le secteur automobile et pour les applications industrielles;http://www.assad.com.tn;;Fabrication de véhicules à moteur;501-1 000 employés;;;;L'accumulateur Tunisien Assad;https://www.linkedin.com/company/1042696/about/;1042L'
